show_id,type,title,listed_in,description
80244627,TV Show,Two Sentence Horror Stories,TV Horror  Teen TV Shows,This anthology series of terror features diverse characters facing primal fears in spine-chilling situations that stretch past daily routine.
80150502,Movie,Mad World,Dramas  International Movies,"A stockbroker struggling with bipolar disorder goes to live with his estranged father in a cramped flat, where old resentments bubble to the surface."
80189183,TV Show,Mobile Suit Gundam UC,Anime Series  International TV Shows,"When Banagher Links meets the mysterious Audrey Burne, he inherits the Unicorn Gundam and is swept up into the battle for space colony independence."
80997866,Movie,The Bund,Action & Adventure  Dramas  International Movies,"After losing everything, a young man rebuilds his life and finds love in 1920s Shanghai – all while rising to power in an organized crime syndicate."
80119815,Movie,The First Line,Dramas  Independent Movies,Two determined Athenian attorneys spearhead a lawsuit against the British Museum for the return of the Parthenon Marbles to Greece.
80993149,Movie,Maynard,Documentaries,"Friends, family and political titans recall the impact of Atlanta's Maynard Jackson, the first African-American mayor of a major Southern city."
80224294,TV Show,Monkey Twins,Crime TV Shows  International TV Shows  TV Action & Adventure,"Inspired by Khon dance drama and Thai martial arts, a fighter scarred by the past joins forces with a determined cop to battle an organized crime ring."
80203776,Movie,Bitcoin Heist,Action & Adventure  Comedies  International Movies,"A unconventional, efficient Interpol special agent goes rogue and assembles a team of thieves to catch a shadowy hacker called ""The Ghost."""
80143797,Movie,I Am Not Madame Bovary,Comedies  Dramas  International Movies,"To qualify for an apartment reserved for singles, a married couple stages a divorce. But when her husband unexpectedly remarries, Li seeks justice."
80161931,Movie,Vincent N Roxxy,Dramas  Thrillers,"In rural Louisiana, a terse loner forges a redemptive bond with a woman he saved from a killer, but a violent past soon catches up with both of them."
80128096,TV Show,Chef's Table: France,Docuseries,Sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.
80057610,TV Show,Kulipari: An Army of Frogs,Kids' TV,"In a tale of bravery and heroism, fearless frogs go to war against the sinister scorpions and spiders that have teamed up to conquer the amphibians."
80017275,Movie,Miss Julie,Dramas  International Movies,"On a summer night in 1890 Ireland, the unsettled daughter of aristocrats coaxes her father's valet to seduce her, though he's engaged to their cook."
81107545,Movie,Kabir Singh,Dramas  International Movies  Romantic Movies,"An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends."
70118953,Movie,Océans,Documentaries  International Movies,This documentary examines the vital role water plays in human existence and the cause-and-effect interplay between oceans and the environment.
80190449,Movie,The Endless,Independent Movies  Sci-Fi & Fantasy  Thrillers,"As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began."
70259208,TV Show,Transformers: Rescue Bots,Kids' TV,"Follow the adventure of four young transformers, Heatwave, Chase, Blades and Boulder, and their human counterparts: a family of emergency responders."
80163156,Movie,Jerry Before Seinfeld,Stand-Up Comedy,"Jerry Seinfeld returns to the club that gave him his start in the 1970s, mixing iconic jokes with stories from his childhood and early days in comedy."
80176878,TV Show,Manhunt,Crime TV Shows  TV Dramas  TV Mysteries,"Faced with few clues and an increasingly panicked public, the FBI calls on a new kind of profiler to help track down the infamous Unabomber."
80131281,Movie,"Karol Modzelewski, Łukasz „Lotek” Lodkowski No Offense",Stand-Up Comedy,"Charismatic comedy pals Karol Modzelewski and Łukasz ""Lotek"" Lodkowski bring their mischievous brand of humor to Warsaw's Klub Hybrydy."
80131374,Movie,"Katarzyna Piasecka, Rafał Pacześ Seriously Funny",Stand-Up Comedy,Polish comedians Rafał Pacześ and Katarzyna Piasecka hit the stage at Warsaw's Klub Hybrydy for a night of funny anecdotes and sly jokes.
80131436,Movie,"Mariusz Kałamaga, Karol Kopiec, Wiolka Walaszczyk Hilarious Trio",Stand-Up Comedy,"Comedians Mariusz Kałamaga, Karol Kopiec and Wiolka Walaszczyk deliver an eclectic and energetic stand-up show at Klub Hybrydy in Warsaw."
80131376,Movie,"Rafał Banaś, Michał Leja Laugh out Loud",Stand-Up Comedy,Young Polish comedians Rafał Banaś and Michał Leja present a high-energy stand-up show at Warsaw's Klub Hybrydy.
80131435,Movie,The Best of Rafał Rutkowski Olka Szczęśniak,Stand-Up Comedy,"""Recipe for Life"" star Rafał Rutkowski and Comedy Lab's Olka Szczęśniak serve up humorous impressions and wry wit at Warsaw's Klub Hybrydy."
80131375,Movie,"Tomasz Jachimek, Jacek Stramik Laugh at Live",Stand-Up Comedy,"Writer, actor and satirist Tomasz Jachimek teams up with comedian Jacek Stramik for a night of subversive stand-up at Klub Hybrydy in Warsaw."
80149143,Movie,Come and Find Me,Dramas  Thrillers,"When his photographer girlfriend vanishes, an L.A. graphic designer starts his own investigation and uncovers a web of deceit, crime and corruption."
81144925,TV Show,When the Camellia Blooms,International TV Shows  Korean TV Shows  Romantic TV Shows,"Dongbaek is a single mother. When a potential new love enters her life, she finds ways to defy the social stigmas surrounding her."
80987075,Movie,Class Rank,Comedies,"When her class rank threatens her college plans, an ambitious teen convinces a nerdy peer to run for the school board to abolish the ranking system."
80192815,Movie,Barbie Dolphin Magic,Children & Family Movies,"While visiting Ken and exploring a coral reef, Barbie and her sisters make an amazing discovery and meet a mysterious new friend."
80136785,TV Show,Forget Me Not,International TV Shows  TV Dramas,"Teenage Xue Ming was forced to marry the man who raped her. Years after abandoning her young sons to find a better life, can she escape the guilt?"
80135278,TV Show,The Beat,International TV Shows  TV Dramas,"The artistic pursuits of two childhood friends, an aspiring singer and a talented dancer, lead them to four other 20-somethings in a drumming group."
80136452,TV Show,Timeless Season,International TV Shows  TV Dramas,"A decade after college, a wake reunites five female friends struggling with illness, infidelity, toxic in-laws, spousal abuse and other life issues."
80066798,Movie,Keith Richards: Under the Influence,Documentaries  Music & Musicals,"In a documentary with unparalleled access, discover the people and sounds that inspired rock 'n' roll legend Keith Richards from childhood to today."
81147293,Movie,A Haunting at Silver Falls: The Return,Horror Movies  Independent Movies,"When the ghost of her serial killer aunt seemingly resurfaces, Jordan must return to Silver Falls in hopes of finally putting an end to the torment."
70178604,TV Show,Ancient Aliens,Docuseries  Science & Nature TV,"Were ancient humans really behind some of the most important technological advances in civilized history, or did they have extraterrestrial help?"
80991316,Movie,Avengement,Action & Adventure,"Betrayed by his loan shark brother, a hardened convict escapes from prison while on furlough to exact revenge against the people who made him a killer."
80190588,Movie,Clive Davis: The Soundtrack of Our Lives,Documentaries  Music & Musicals,This music-driven documentary charts Clive Davis' 50-year career as one of the world's most influential record moguls.
70124316,Movie,Five Elements Ninjas,Action & Adventure  International Movies,"When five ninjas whose fighting styles are based on natural elements unleash their fury on a rival school, a lone survivor vows deadly revenge."
70229037,Movie,Sebastian Maniscalco: What's Wrong with People?,Stand-Up Comedy,"With his uproarious tirade on modern behavior and decorum, the popular comic tackles the question we've all asked in this hilarious standup special."
80219119,TV Show,The Last Kids on Earth,Kids' TV  TV Comedies,"When zombies and monsters invade his hometown, a scrappy 13-year-old orphan teams up with his friends in hopes of surviving the chaos."
80037280,Movie,The Witch,Horror Movies  Independent Movies,"Believing that a witch has cursed their family, pilgrims homesteading on the edge of a primeval New England forest become increasingly paranoid."
80165072,TV Show,Click for Murder,British TV Shows  Crime TV Shows  Docuseries,Crime journalist Donal MacIntyre reveals how deadly the internet can be as he dissects the technological methods behind heinous acts.
80058248,Movie,I Am Wrath,Action & Adventure  Dramas,"Hell-bent on avenging his wife's murder, Stanley Hill summons an old partner's help in exposing a cover-up by crooked cops and slimy politicians."
70307661,Movie,"As Above, So Below",Horror Movies  Thrillers,A beautiful tomb raider and her crew hunt for treasure in the catacombs of Paris and find themselves in a hellish underworld.
70117312,Movie,Scott Pilgrim vs. the World,Action & Adventure  Comedies  Cult Movies,"Dreamy delivery girl Ramona captures Scott Pilgrim's heart, but he must vanquish all seven of her evil exes in martial arts battles to win her love."
80092885,Movie,ARQ,International Movies  Sci-Fi & Fantasy  Thrillers,"Trapped in a lab and stuck in a time loop, a disoriented couple fends off masked raiders while harboring a new energy source that could save humanity."
80108371,Movie,Cedric the Entertainer: Live from the Ville,Stand-Up Comedy,"Donning his signature suit and fedora, the dapper comic offers a unique spin on getting old, the presidential election and ""Honky Tonk Badonkadonk."""
